repo_name,users_2016,users_2017,users_2018,users_2019,users_2016_above_11,users_2017_above_11,users_2018_above_11,users_2019_above_11,commits_2016,commits_2017,commits_2018,commits_2019,users_commit_2016_above_11,users_commit_2017_above_11,users_commit_2018_above_11,users_commit_2019_above_11,users_capped_commit_2016,users_capped_commit_2017,users_capped_commit_2018,users_capped_commit_2019,users_capped_commit_2016_above_11,users_capped_commit_2017_above_11,users_capped_commit_2018_above_11,users_capped_commit_2019_above_11
Azure/azure-quickstart-templates,404,330,252,213,130,74,70,48,7961,4006,4241,4063,7001,3209,3624,3586,7529,3853,3617,3004,6569,3056,3000,2527
DrabWeb/osu,18,75,87,37,8,25,29,12,1281,8480,6205,1709,1237,8307,5994,1625,1054,4243,2718,1346,1010,4070,2507,1262
NeoAdonis/osu,18,75,34,0,8,25,12,0,1281,8480,2166,0,1237,8307,2070,0,1054,4243,1552,0,1010,4070,1456,0
huoyaoyuan/osu,18,75,90,87,8,25,30,33,1281,8480,6572,7958,1237,8307,6347,7773,1054,4243,2890,3802,1010,4070,2665,3617
ZLima12/osu,18,75,87,29,8,25,29,7,1281,8480,6204,820,1237,8307,5993,742,1054,4243,2717,820,1010,4070,2506,742
Frontear/osuKyzer,18,75,28,0,8,25,10,0,1281,8480,1812,0,1237,8307,1729,0,1054,4243,1425,0,1010,4070,1342,0
smoogipooo/osu,18,75,70,0,8,25,24,0,1281,8480,4676,0,1237,8307,4503,0,1054,4243,2350,0,1010,4070,2177,0
peppy/osu-new,18,75,89,60,8,25,30,20,1281,8480,6542,4112,1237,8307,6319,3968,1054,4243,2861,2586,1010,4070,2638,2442
smoogipoo/osu,18,75,70,0,8,25,24,0,1281,8480,4676,0,1237,8307,4503,0,1054,4243,2350,0,1010,4070,2177,0
johnneijzen/osu,18,75,90,67,8,25,30,23,1281,8480,6556,5434,1237,8307,6331,5259,1054,4243,2875,3048,1010,4070,2650,2873
Nabile-Rahmani/osu,18,75,36,0,8,25,12,0,1281,8480,2184,0,1237,8307,2086,0,1054,4243,1564,0,1010,4070,1466,0
ppy/osu,18,75,90,87,8,25,30,33,1281,8480,6572,7963,1237,8307,6347,7778,1054,4243,2890,3802,1010,4070,2665,3617
EVAST9919/osu,18,75,90,80,8,25,30,30,1281,8528,6572,7382,1237,8355,6347,7200,1054,4291,2890,3642,1010,4118,2665,3460
UselessToucan/osu,18,75,90,85,8,25,30,32,1281,8480,6572,7805,1237,8307,6347,7621,1054,4243,2890,3810,1010,4070,2665,3626
peppy/osu,18,75,90,81,8,25,30,31,1281,8480,6572,7543,1237,8307,6347,7369,1054,4243,2890,3678,1010,4070,2665,3504
naoey/osu,18,75,87,33,8,25,29,8,1281,8480,6205,1070,1237,8307,5994,970,1054,4243,2718,1035,1010,4070,2507,935
Sutto/cloud-custodian,48,75,90,104,6,11,10,12,777,547,632,791,634,395,456,583,777,547,632,791,634,395,456,583
ocampocj/cloud-custodian,48,75,90,83,6,11,10,5,777,547,632,511,634,395,456,308,777,547,632,511,634,395,456,308
ewbankkit/cloud-custodian,48,75,90,83,6,11,10,6,777,547,632,539,634,395,456,338,777,547,632,539,634,395,456,338
capitalone/cloud-custodian,48,75,90,47,6,11,10,2,777,547,632,252,634,395,456,145,777,547,632,252,634,395,456,145
thisisshi/cloud-custodian,48,75,90,95,6,11,10,12,777,547,632,732,634,395,456,546,777,547,632,732,634,395,456,546
FireballDWF/cloud-custodian,48,75,91,84,6,11,10,5,777,547,637,539,634,395,456,322,777,547,637,539,634,395,456,322
GNOME/gnome-music,68,75,75,67,4,2,3,3,280,204,606,523,149,57,416,383,280,204,606,523,149,57,416,383
navalev/azure-sdk-for-java,97,75,84,94,38,32,18,28,4670,2808,1040,1457,4490,2670,829,1276,3583,2755,1040,1457,3403,2617,829,1276
Azure/azure-sdk-for-java,97,75,84,94,38,32,18,28,4670,2808,1040,1545,4490,2670,829,1356,3583,2755,1040,1545,3403,2617,829,1356
llvm-mirror/clang-tools-extra,64,75,89,96,13,14,22,18,851,758,1307,1045,688,568,1145,822,851,758,1307,1045,688,568,1145,822
jlanecox/googletest,41,75,111,50,1,5,4,6,90,434,1167,334,24,277,926,280,90,434,1167,334,24,277,926,280
google/googletest,41,75,111,79,1,5,4,7,90,434,1168,568,24,277,926,451,90,434,1168,568,24,277,926,451
antidotcb/googletest,41,75,111,33,1,5,4,5,90,434,1167,197,24,277,926,163,90,434,1167,197,24,277,926,163
nielx/haikuports,57,75,42,0,12,18,13,0,1372,2490,1448,0,1231,2319,1345,0,1372,1945,1448,0,1231,1774,1345,0
haikuports/haikuports,57,75,67,58,12,18,18,17,1372,2490,2904,2037,1231,2319,2743,1937,1372,1945,2577,1789,1231,1774,2416,1689
Begasus/haikuports,57,75,67,58,12,18,18,17,1372,2490,2904,2037,1231,2319,2743,1937,1372,1945,2577,1789,1231,1774,2416,1689
moochris/haikuports,57,75,44,0,12,18,13,0,1372,2490,1871,0,1231,2319,1762,0,1372,1945,1871,0,1231,1774,1762,0
noelhunter/SuiteCRM,55,75,29,0,16,17,12,0,2923,3143,1104,0,2777,2971,1061,0,2181,2529,1104,0,2035,2357,1061,0
developit/preact,55,75,78,39,3,4,9,14,669,296,880,1019,576,186,753,954,633,296,880,1019,540,186,753,954
mapmeld/iD,58,75,37,0,10,12,6,0,1226,1761,563,0,1100,1631,477,0,1052,1192,563,0,926,1062,477,0
openstreetmap/iD,58,75,87,60,10,10,14,10,1226,1614,1754,2880,1100,1476,1544,2746,1052,1046,1364,1473,926,908,1154,1339
AndreasHae/iD,58,75,87,31,10,10,14,7,1226,1614,1754,1194,1100,1476,1544,1135,1052,1046,1364,970,926,908,1154,911
manfredbrandl/iD,58,75,52,0,10,10,7,0,1226,1614,1091,0,1100,1476,951,0,1052,1046,918,0,926,908,778,0
mdonatas/gitextensions,49,76,75,37,10,10,16,8,538,1027,3154,395,455,869,3002,312,538,1027,2099,395,455,869,1947,312
sharwell/gitextensions,49,76,75,37,10,10,16,8,538,1027,3154,405,455,869,3002,322,538,1027,2099,405,455,869,1947,322
gitextensions/gitextensions,49,76,75,81,10,10,16,14,538,1027,3154,1117,455,869,3002,953,538,1027,2099,1117,455,869,1947,953
jbialobr/gitextensions,49,76,49,0,10,10,11,0,538,1027,2456,0,455,869,2382,0,538,1027,1443,0,455,869,1369,0
pmiossec/gitextensions,49,76,75,67,10,10,16,12,538,1027,3154,1002,455,869,3002,850,538,1027,2099,1002,455,869,1947,850
PKRoma/gitextensions,49,76,75,81,10,10,16,14,538,1027,3154,1117,455,869,3002,953,538,1027,2099,1117,455,869,1947,953
RussKie/gitextensions,49,76,75,21,10,10,16,5,538,1027,3154,185,455,869,3002,130,538,1027,2099,185,455,869,1947,130
vbjay/gitextensions,49,76,75,79,10,10,16,14,538,1027,3154,1105,455,869,3002,943,538,1027,2099,1105,455,869,1947,943
publiclab/plots2,56,76,225,218,6,5,15,16,1055,461,1055,1010,939,330,689,693,1055,461,1055,1010,939,330,689,693
michalkurka/h2o-3,74,76,59,43,31,25,18,21,4648,1718,1641,2101,4496,1580,1508,2020,4117,1718,1583,1858,3965,1580,1450,1777
h2oai/h2o-3,74,76,59,43,31,25,18,21,4648,1718,1641,2108,4496,1580,1508,2027,4117,1718,1583,1863,3965,1580,1450,1782
h2oai/h2o-dev,74,76,59,18,31,25,18,4,4648,1718,1641,215,4496,1580,1508,152,4117,1718,1583,215,3965,1580,1450,152
duftler/clouddriver,61,76,104,98,20,18,17,14,1616,888,954,731,1472,729,717,480,1616,888,954,731,1472,729,717,480
spinnaker/clouddriver,61,76,104,104,20,18,17,16,1616,888,954,810,1472,729,717,555,1616,888,954,810,1472,729,717,555
ajordens/clouddriver,61,76,104,94,20,18,17,14,1616,888,954,690,1472,729,717,460,1616,888,954,690,1472,729,717,460
realm/SwiftLint,82,76,58,52,13,14,14,9,1632,1426,768,493,1438,1261,640,384,1466,1406,768,493,1272,1241,640,384
IsuraD/identity-inbound-auth-oauth,46,76,69,60,18,32,16,8,629,1655,996,693,534,1454,765,435,629,1655,996,693,534,1454,765,435
darshanasbg/identity-inbound-auth-oauth,46,76,69,63,18,32,16,12,629,1655,996,758,534,1454,765,529,629,1655,996,758,534,1454,765,529
wso2-extensions/identity-inbound-auth-oauth,46,76,69,70,18,32,16,16,629,1655,996,1030,534,1454,765,787,629,1655,996,1030,534,1454,765,787
soul2zimate/wildfly-core,78,76,67,51,18,18,16,11,1662,2179,1398,806,1517,1984,1255,699,1478,1781,1398,806,1333,1586,1255,699
jamezp/wildfly-core,78,76,67,51,18,18,16,11,1662,2179,1398,846,1517,1984,1255,737,1478,1781,1398,846,1333,1586,1255,737
ivassile/wildfly-core,78,76,67,53,18,18,16,11,1662,2179,1398,900,1517,1984,1255,787,1478,1781,1398,900,1333,1586,1255,787
darranl/wildfly-core,78,76,67,52,18,18,16,11,1662,2179,1398,870,1517,1984,1255,759,1478,1781,1398,870,1333,1586,1255,759
aloubyansky/wildfly-core,78,76,67,51,18,18,16,11,1662,2179,1398,846,1517,1984,1255,737,1478,1781,1398,846,1333,1586,1255,737
jfdenise/wildfly-core,78,76,67,45,18,18,16,11,1662,2179,1398,598,1517,1984,1255,515,1478,1781,1398,598,1333,1586,1255,515
yersan/wildfly-core,78,76,67,53,18,18,16,11,1662,2179,1398,884,1517,1984,1255,771,1478,1781,1398,884,1333,1586,1255,771
bstansberry/wildfly-core,78,76,67,51,18,18,16,11,1662,2179,1398,861,1517,1984,1255,752,1478,1781,1398,861,1333,1586,1255,752
EbenZhang/gitextensions,50,76,75,46,10,10,17,12,644,1151,3198,623,559,993,3056,531,644,1151,2143,623,559,993,2001,531
department-of-veterans-affairs/vets-website,72,76,74,85,32,39,33,36,3217,3180,1897,1753,3093,3051,1758,1569,3217,3180,1897,1753,3093,3051,1758,1569
samvera/hyrax,63,76,56,46,18,22,14,19,2733,2356,893,902,2604,2173,719,809,2076,2092,893,902,1947,1909,719,809
fabric8-ui/fabric8-ui,31,76,75,13,8,35,30,1,456,3621,2309,62,375,3472,2162,19,456,3525,2309,62,375,3376,2162,19
fabric8io/fabric8-ui,31,76,75,13,8,35,30,1,456,3621,2309,56,375,3472,2162,19,456,3525,2309,56,375,3376,2162,19
jamesr/flutter_engine,69,76,107,141,19,26,22,30,1740,1278,2462,3817,1570,1126,2194,3528,1740,1278,1940,2692,1570,1126,1672,2403
tvolkert/engine,69,76,107,87,19,26,22,18,1740,1278,2462,1643,1570,1126,2194,1485,1740,1278,1940,1440,1570,1126,1672,1282
rmacnak-google/engine,69,76,107,146,19,26,22,33,1740,1278,2462,4080,1570,1126,2194,3793,1740,1278,1940,2844,1570,1126,1672,2557
cdotstout/sky_engine,69,76,106,0,19,26,22,0,1740,1278,2333,0,1570,1126,2070,0,1740,1278,1811,0,1570,1126,1548,0
chinmaygarde/sky_engine,69,76,107,94,19,26,22,21,1740,1278,2462,1992,1570,1126,2194,1831,1740,1278,1940,1630,1570,1126,1672,1469
jason-simmons/sky_engine,69,76,77,0,19,26,18,0,1740,1278,1164,0,1570,1126,972,0,1740,1278,1164,0,1570,1126,972,0
krisgiesing/sky_engine,69,76,99,0,19,26,20,0,1740,1278,1858,0,1570,1126,1605,0,1740,1278,1611,0,1570,1126,1358,0
devoncarew/engine,69,76,107,120,19,26,22,24,1740,1278,2462,3026,1570,1126,2194,2777,1740,1278,1940,2201,1570,1126,1672,1952
flutter/engine,69,76,107,148,19,26,22,33,1740,1278,2462,4100,1570,1126,2194,3806,1740,1278,1940,2858,1570,1126,1672,2564
chinmaygarde/flutter_engine,69,76,107,139,19,26,22,28,1740,1278,2462,3741,1570,1126,2194,3441,1740,1278,1940,2641,1570,1126,1672,2341
aam/engine,69,76,107,148,19,26,22,33,1740,1278,2462,4098,1570,1126,2194,3805,1740,1278,1940,2857,1570,1126,1672,2564
jnewland/home-assistant,346,588,707,352,49,47,60,33,4303,3920,5141,2325,3599,2677,3680,1593,3580,3802,5141,2325,2876,2559,3680,1593
fbradyirl/home-assistant,346,588,705,515,49,47,58,48,4303,3920,4946,3882,3599,2677,3485,2921,3580,3802,4946,3793,2876,2559,3485,2832
DavidLP/home-assistant,346,588,705,358,49,47,58,34,4303,3920,4946,2360,3599,2677,3485,1630,3580,3802,4946,2360,2876,2559,3485,1630
robbiet480/home-assistant,346,588,705,750,49,47,58,75,4303,3920,4946,6547,3599,2677,3485,5088,3580,3802,4946,6198,2876,2559,3485,4739
HydrelioxGitHub/home-assistant,346,588,705,229,49,47,58,16,4303,3920,4946,1082,3599,2677,3485,626,3580,3802,4946,1082,2876,2559,3485,626
tchellomello/home-assistant,346,588,705,441,49,47,58,45,4303,3920,4946,3221,3599,2677,3485,2391,3580,3802,4946,3221,2876,2559,3485,2391
PetePriority/home-assistant,346,588,705,168,49,47,58,9,4303,3920,4946,630,3599,2677,3485,289,3580,3802,4946,630,2876,2559,3485,289
jamespcole/home-assistant,346,588,705,290,49,47,58,24,4303,3920,4946,1738,3599,2677,3485,1104,3580,3802,4946,1738,2876,2559,3485,1104
sander76/home-assistant,346,588,705,532,49,47,58,48,4303,3920,4946,3992,3599,2677,3485,2989,3580,3802,4946,3888,2876,2559,3485,2885
nugget/home-assistant,346,588,705,259,49,47,58,18,4303,3920,4946,1239,3599,2677,3485,717,3580,3802,4946,1239,2876,2559,3485,717
fronzbot/home-assistant,346,588,578,0,49,47,45,0,4303,3920,3740,0,3599,2677,2583,0,3580,3802,3740,0,2876,2559,2583,0
auduny/home-assistant,346,588,705,331,49,47,58,31,4303,3920,4946,2179,3599,2677,3485,1481,3580,3802,4946,2179,2876,2559,3485,1481
soldag/home-assistant,346,588,705,749,49,47,58,74,4303,3920,4946,6525,3599,2677,3485,5059,3580,3802,4946,6177,2876,2559,3485,4711
qedi-r/home-assistant,346,588,705,725,49,47,58,70,4303,3920,4946,5893,3599,2677,3485,4468,3580,3802,4946,5575,2876,2559,3485,4150
mezz64/home-assistant,346,588,705,674,49,47,58,67,4303,3920,4946,5527,3599,2677,3485,4205,3580,3802,4946,5240,2876,2559,3485,3918
tinloaf/home-assistant,346,588,695,0,49,47,57,0,4303,3920,4902,0,3599,2677,3452,0,3580,3802,4902,0,2876,2559,3452,0
jabesq/home-assistant,346,588,705,478,49,47,58,47,4303,3920,4946,3505,3599,2677,3485,2622,3580,3802,4946,3497,2876,2559,3485,2614
sdague/home-assistant,346,588,670,0,49,47,54,0,4303,3920,4667,0,3599,2677,3259,0,3580,3802,4667,0,2876,2559,3259,0
kennedyshead/home-assistant,346,588,705,637,49,47,58,65,4303,3920,4946,5107,3599,2677,3485,3888,3580,3802,4946,4848,2876,2559,3485,3629
Cinntax/home-assistant,346,588,705,597,49,47,58,57,4303,3920,4946,4663,3599,2677,3485,3528,3580,3802,4946,4433,2876,2559,3485,3298
home-assistant/home-assistant,346,588,705,750,49,47,58,75,4303,3920,4946,6548,3599,2677,3485,5089,3580,3802,4946,6198,2876,2559,3485,4739
aronsky/home-assistant,346,588,575,0,49,47,45,0,4303,3920,3668,0,3599,2677,2526,0,3580,3802,3668,0,2876,2559,2526,0
balloob/home-assistant,346,588,705,319,49,47,58,30,4303,3920,4946,2078,3599,2677,3485,1404,3580,3802,4946,2078,2876,2559,3485,1404
pschmitt/home-assistant,346,588,705,719,49,47,58,70,4303,3920,4946,5837,3599,2677,3485,4429,3580,3802,4946,5519,2876,2559,3485,4111
MartinHjelmare/home-assistant,346,588,705,341,49,47,58,32,4303,3920,4946,2235,3599,2677,3485,1529,3580,3802,4946,2235,2876,2559,3485,1529
w1ll1am23/home-assistant,346,588,705,476,49,47,58,47,4303,3920,4946,3498,3599,2677,3485,2619,3580,3802,4946,3491,2876,2559,3485,2612
molobrakos/home-assistant,346,588,705,322,49,47,58,31,4303,3920,4946,2093,3599,2677,3485,1425,3580,3802,4946,2093,2876,2559,3485,1425
persandstrom/home-assistant,346,588,528,0,49,47,37,0,4303,3920,3258,0,3599,2677,2171,0,3580,3802,3258,0,2876,2559,2171,0
nkgilley/home-assistant,346,588,705,305,49,47,58,26,4303,3920,4946,1846,3599,2677,3485,1188,3580,3802,4946,1846,2876,2559,3485,1188
leppa/home-assistant,346,588,705,709,49,47,58,69,4303,3920,4946,5762,3599,2677,3485,4381,3580,3802,4946,5445,2876,2559,3485,4064
Danielhiversen/home-assistant,346,588,584,0,49,47,45,0,4303,3920,3813,0,3599,2677,2630,0,3580,3802,3813,0,2876,2559,2630,0
EOSIO/eos,0,77,199,56,0,21,50,18,0,2211,7878,2378,0,2055,7532,2280,0,2211,6897,2378,0,2055,6551,2280
PurelyApplied/geode,58,77,84,69,29,30,42,16,2309,1852,2323,806,2229,1686,2172,599,2309,1852,2323,806,2229,1686,2172,599
smgoller/geode,58,77,84,75,29,30,42,30,2309,1852,2323,1391,2229,1686,2172,1172,2309,1852,2323,1391,2229,1686,2172,1172
masaki-yamakawa/geode,58,77,53,0,29,30,19,0,2309,1845,738,0,2229,1680,604,0,2309,1845,738,0,2229,1680,604,0
deepakddixit/incubator-geode,58,77,75,0,29,30,35,0,2309,1852,1663,0,2229,1686,1522,0,2309,1852,1663,0,2229,1686,1522,0
jdeppe-pivotal/geode,58,77,84,81,29,30,42,36,2309,1852,2323,1546,2229,1686,2172,1364,2309,1852,2323,1546,2229,1686,2172,1364
davinash/geode,58,77,63,0,29,30,23,0,2309,1852,1056,0,2229,1686,894,0,2309,1852,1056,0,2229,1686,894,0
pdxrunner/geode,58,77,80,0,29,30,39,0,2309,1852,1968,0,2229,1686,1835,0,2309,1852,1968,0,2229,1686,1835,0
JunhwanPark/TizenRT,6,77,43,0,0,26,8,0,12,1705,504,0,0,1572,391,0,12,1705,504,0,0,1572,391,0
brauner/lxc,86,77,58,45,14,10,13,9,1039,1455,1856,718,900,1322,1772,639,1039,1006,1363,718,900,873,1279,639
lxc/lxc,86,77,58,46,14,10,13,9,1039,1455,1856,794,900,1322,1772,714,1039,1006,1363,794,900,873,1279,714
Blub/lxc,86,77,58,30,14,10,13,8,1039,1455,1856,610,900,1322,1772,548,1039,1006,1363,610,900,873,1279,548
caglar10ur/lxc,86,77,57,0,14,10,13,0,1039,1455,1853,0,900,1322,1770,0,1039,1006,1362,0,900,873,1279,0
hallyn/lxc,86,77,58,41,14,10,13,9,1039,1455,1856,680,900,1322,1772,607,1039,1006,1363,680,900,873,1279,607
stgraber/lxc,86,77,58,16,14,10,13,3,1039,1455,1856,200,900,1322,1772,164,1039,1006,1363,200,900,873,1279,164
tenforward/lxc,86,77,58,39,14,10,13,8,1039,1455,1856,661,900,1322,1772,579,1039,1006,1363,661,900,873,1279,579
thmo/lxc,86,77,21,0,14,10,6,0,1039,1455,596,0,900,1322,554,0,1039,1006,596,0,900,873,554,0
twitter/finagle,92,77,64,62,12,13,13,10,790,901,623,470,625,778,528,361,790,901,623,470,625,778,528,361
luciferous/finagle,92,77,64,49,12,13,13,8,790,901,623,354,625,778,528,277,790,901,623,354,625,778,528,277
llvm-mirror/lld,57,77,93,95,16,20,21,13,2838,2312,1668,1001,2691,2169,1487,810,2203,2066,1668,1001,2056,1923,1487,810
fyookball/electrum,35,77,49,20,2,5,12,1,1078,1341,1011,678,1014,1180,946,644,752,923,1011,518,688,762,946,484
dotnet/core,45,77,86,84,3,6,7,6,319,640,782,639,220,529,656,486,319,640,782,639,220,529,656,486
leecow/core,45,77,51,0,3,6,4,0,319,640,502,0,220,529,417,0,319,640,502,0,220,529,417,0
say25/desktop,11,77,118,52,7,17,25,14,4679,9040,5976,3543,4664,8878,5698,3412,1803,3483,4060,2714,1788,3321,3782,2583
j-f1/forked-desktop,11,77,118,65,7,17,25,20,4679,9040,5976,4596,4664,8878,5698,4465,1803,3483,4060,3303,1788,3321,3782,3172
desktop/desktop,11,77,118,71,7,17,25,22,4679,9040,5976,4996,4664,8878,5698,4865,1803,3483,4060,3404,1788,3321,3782,3273
shiftkey/desktop,11,77,118,49,7,17,25,14,4679,9040,5976,3400,4664,8878,5698,3294,1803,3483,4060,2623,1788,3321,3782,2517
openstack/mistral,82,77,72,53,10,11,7,6,903,777,502,306,730,617,371,222,903,777,502,306,730,617,371,222
apereo/cas,44,77,72,76,7,8,10,6,2498,3708,2791,1893,2382,3558,2681,1719,840,1069,837,1071,724,919,727,897
rrenomeron/cas,44,77,73,33,7,8,10,5,2498,3708,2791,759,2382,3558,2676,697,840,1069,842,640,724,919,727,578
tduehr/cas,44,77,61,0,7,8,6,0,2498,3708,2088,0,2382,3558,1972,0,840,1069,733,0,724,919,617,0
frett/cas,44,77,66,0,7,8,9,0,2498,3708,2325,0,2382,3558,2223,0,840,1069,777,0,724,919,675,0
fogbeam/cas_mirror,44,77,72,76,7,8,10,6,2498,3708,2791,1893,2382,3558,2681,1719,840,1069,837,1071,724,919,727,897
robertoschwald/cas,44,77,59,0,7,8,6,0,2498,3708,1982,0,2382,3558,1870,0,840,1069,711,0,724,919,599,0
rkorn86/cas,44,77,67,0,7,8,9,0,2498,3708,2549,0,2382,3558,2439,0,840,1069,801,0,724,919,691,0
pdrados/cas,44,77,72,76,7,8,10,6,2498,3708,2791,1888,2382,3558,2681,1714,840,1069,837,1066,724,919,727,892
Jasig/cas,44,77,73,20,7,8,10,3,2498,3708,2791,314,2382,3558,2676,279,840,1069,842,314,724,919,727,279
GIP-RECIA/cas,44,77,73,25,7,8,10,3,2498,3708,2791,369,2382,3558,2676,320,840,1069,842,369,724,919,727,320
philliprower/cas,44,77,72,47,7,8,10,5,2498,3708,2791,1106,2382,3558,2681,1008,840,1069,837,715,724,919,727,617
leleuj/cas,44,77,61,0,7,8,6,0,2498,3708,2084,0,2382,3558,1968,0,840,1069,726,0,724,919,610,0
geeknoid/istio.github.io,0,78,208,97,0,18,25,11,0,848,1739,646,0,712,1252,428,0,848,1739,646,0,712,1252,428
linsun/istio.github.io,0,78,164,0,0,18,21,0,0,848,1356,0,0,712,968,0,0,848,1356,0,0,712,968,0
endroid/recipes-contrib,0,78,122,0,0,10,10,0,0,445,734,0,0,268,382,0,0,445,734,0,0,268,382,0
istio/istio.io,0,78,208,261,0,18,25,29,0,848,1739,1810,0,712,1252,1184,0,848,1739,1810,0,712,1252,1184
ZackButcher/istio.github.io,0,78,80,0,0,18,11,0,0,848,531,0,0,712,368,0,0,848,531,0,0,712,368,0
restic/restic,34,78,72,49,2,5,3,2,786,1337,889,239,713,1184,741,155,569,735,679,239,496,582,531,155
middelink/restic,34,78,72,32,2,5,3,1,786,1337,889,160,713,1184,741,102,569,735,679,160,496,582,531,102
kurin/restic,34,78,57,0,2,5,3,0,786,1337,759,0,713,1184,648,0,569,735,628,0,496,582,517,0
dchbx/enroll,37,78,69,63,31,45,43,35,5455,7842,8313,4708,5415,7735,8250,4589,5043,6637,7458,4708,5003,6530,7395,4589
apache/incubator-kylin,49,78,89,26,16,22,15,0,1630,1338,622,64,1521,1193,428,0,1630,1338,622,64,1521,1193,428,0
apache/kylin,49,78,89,75,16,22,15,8,1630,1338,622,411,1521,1193,428,214,1630,1338,622,411,1521,1193,428,214
tralamazza/micropython,83,78,41,0,11,8,5,0,2144,2390,693,0,1985,2247,621,0,1384,1681,678,0,1225,1538,606,0
ULHPC/easybuild-easyconfigs,80,78,91,0,34,32,32,0,5807,3930,3755,0,5631,3734,3516,0,3610,2422,2801,0,3434,2226,2562,0
hpcugent/easybuild-easyconfigs,80,78,96,28,34,32,34,7,5807,3932,4092,364,5631,3736,3851,295,3610,2424,2972,364,3434,2228,2731,295
PfizerRD/easybuild-easyconfigs,80,78,33,0,34,32,11,0,5807,3904,573,0,5631,3708,505,0,3610,2401,573,0,3434,2205,505,0
boegel/easybuild-easyconfigs,80,78,101,112,34,32,36,46,5807,3943,4243,5227,5631,3747,3990,4976,3610,2435,3111,4062,3434,2239,2858,3811
easybuilders/easybuild-easyconfigs,80,78,101,116,34,32,36,46,5807,3943,4243,5589,5631,3747,3990,5315,3610,2435,3111,4251,3434,2239,2858,3977
pescobar/easybuild-easyconfigs,80,78,101,104,34,32,36,43,5807,3943,4238,4745,5631,3747,3985,4511,3610,2435,3107,3750,3434,2239,2854,3516
hajgato/easybuild-easyconfigs,80,78,101,103,34,32,36,43,5807,3943,4235,4676,5631,3747,3982,4453,3610,2435,3105,3691,3434,2239,2852,3468
bartoldeman/easybuild-easyconfigs,80,78,60,0,34,32,22,0,5807,3920,2170,0,5631,3724,2042,0,3610,2415,1806,0,3434,2219,1678,0
hpcuantwerpen/easybuild-easyconfigs,80,78,101,115,34,32,36,46,5807,3943,4243,5470,5631,3747,3990,5200,3610,2435,3111,4194,3434,2239,2858,3924
cyiops/easybuild-easyconfigs,80,78,54,0,35,32,22,0,5817,3912,1704,0,5647,3716,1608,0,3620,2408,1536,0,3450,2212,1440,0
digidem/iD,58,78,89,27,10,11,15,5,1226,1644,1803,699,1100,1504,1588,634,1052,1076,1412,699,926,936,1197,634
ronaldpereira/WoWAnalyzer,0,79,107,65,0,43,53,37,0,6208,8491,2575,0,6042,8275,2471,0,4217,7531,2342,0,4051,7315,2238
Juko8/WoWAnalyzer,0,79,107,65,0,43,53,37,0,6208,8491,2623,0,6042,8275,2510,0,4217,7531,2379,0,4051,7315,2266
WoWAnalyzer/WoWAnalyzer,0,79,107,72,0,43,53,39,0,6208,8491,2850,0,6042,8275,2716,0,4217,7531,2598,0,4051,7315,2464
anom0ly/WoWAnalyzer,0,79,107,72,0,43,53,39,0,6208,8491,2830,0,6042,8275,2696,0,4217,7531,2580,0,4051,7315,2446
fyruna/WoWAnalyzer,0,79,107,44,0,43,53,23,0,6208,8491,1440,0,6042,8275,1357,0,4217,7531,1367,0,4051,7315,1284
hasseboulen/WoWAnalyzer,0,79,36,0,0,43,20,0,0,6208,1716,0,0,6042,1644,0,0,4217,1716,0,0,4051,1644,0
sMteX/WoWAnalyzer,0,79,107,47,0,43,53,27,0,6208,8491,1711,0,6042,8275,1633,0,4217,7531,1609,0,4051,7315,1531
FaideWW/WoWAnalyzer,0,79,98,0,0,43,47,0,0,6208,7460,0,0,6042,7239,0,0,4217,6733,0,0,4051,6512,0
yajinni/WoWAnalyzer,0,79,107,63,0,43,53,35,0,6208,8491,2408,0,6042,8275,2304,0,4217,7531,2178,0,4051,7315,2074
GeekyAnts/NativeBase,43,79,50,59,10,9,7,4,569,871,779,221,471,700,691,132,569,871,779,221,471,700,691,132
kactus-io/kactus,11,79,122,62,7,19,26,18,4679,9340,6073,3827,4664,9181,5783,3687,1803,3783,4157,2904,1788,3624,3867,2764
salesagility-davidthomson/SuiteCRM,56,79,42,0,16,18,15,0,2926,3197,2540,0,2779,3007,2453,0,2184,2583,2392,0,2037,2393,2305,0
horus68/SuiteCRM-Horus68,56,79,47,0,16,18,15,0,2926,3201,3131,0,2779,3011,3011,0,2184,2586,2750,0,2037,2396,2630,0
Ahimta/epiphany,89,79,74,37,8,9,6,5,1135,828,537,221,911,603,364,152,1135,828,537,221,911,603,364,152
GNOME/epiphany,89,79,74,84,8,9,6,14,1135,828,537,904,911,603,364,727,1135,828,537,904,911,603,364,727
cupy/cupy,114,79,64,60,38,33,24,28,4213,3974,2307,1972,3976,3785,2180,1866,3694,3610,2307,1972,3457,3421,2180,1866
alexcrichton/futures-rs,63,79,75,13,5,6,9,1,908,596,884,93,776,442,717,36,696,596,884,93,564,442,717,36
gpetretto/pymatgen,43,79,45,0,21,23,12,0,2218,1996,555,0,2138,1799,442,0,1749,1837,555,0,1669,1640,442,0
mbkumar/pymatgen,43,79,54,0,21,23,20,0,2218,1996,958,0,2138,1799,849,0,1749,1837,958,0,1669,1640,849,0
montoyjh/pymatgen,43,79,82,29,21,23,31,7,2218,1999,2372,355,2138,1802,2216,267,1749,1840,2372,355,1669,1643,2216,267
